v,j,l
-1,13189,230
1,16141,196
1,9834,149
-1,6257,224
1,8041,177
-1,19700,254
-1,18542,141
1,9180,45
-1,25403,29
1,22247,95
1,10412,188
1,215,78
-1,9795,162
1,21051,127
1,18836,203
1,22004,166
1,5434,207
-1,5786,70
-1,12417,16
-1,4600,12
-1,9368,55
1,13726,25
1,21225,85
1,16997,167
1,26087,33
1,31716,180
1,18410,215
1,26908,110
1,27006,68
-1,27805,47
-1,13281,127
-1,5343,110
1,13734,113
1,23260,239
-1,14470,194
1,9718,164
-1,31165,64
-1,13939,8
-1,6195,77
1,26122,217
1,28446,40
1,24223,110
1,30011,191
1,3917,69
-1,31137,5
1,8496,17
1,30712,208
-1,20816,99
-1,25252,123
1,8687,113
-1,17597,66
-1,28653,155
-1,21598,173
-1,22269,61
1,9331,157
1,9420,86
-1,27819,140
-1,15563,123
1,18905,6
1,11431,118
-1,32038,47
1,1491,185
1,27392,209
-1,35,210
1,21124,148
-1,9491,75
-1,3917,169
-1,29920,231
-1,25011,215
1,28183,254
1,19247,173
1,28510,1
1,25479,201
-1,20588,104
-1,10272,178
-1,31701,75
-1,6181,140
1,22253,28
1,30444,23
1,30540,37
-1,24568,131
1,3634,81
-1,5798,24
1,32125,99
-1,13806,252
1,15665,250
-1,11211,80
1,7866,47
1,27365,94
-1,22062,4
-1,19836,64
1,25287,177
1,30988,101
-1,809,3
-1,32634,69
-1,1857,108
1,6955,55
1,32474,139
1,13449,155
-1,12767,52
-1,10065,7
1,27597,35
-1,10868,140
-1,10388,240
-1,2977,176
-1,12796,221
1,19488,126
-1,2733,206
1,15316,42
1,15193,234
1,25023,132
1,15923,250
1,2353,113
-1,22437,190
1,11804,233
-1,12927,70
1,14864,3
1,12242,113
-1,17344,73
1,23303,179
1,26669,187
1,21468,150
-1,14663,132
1,5388,42
-1,28756,80
1,5209,181
-1,13487,199
1,17668,163
1,25569,76
-1,32386,143
-1,3879,129
-1,31753,195
-1,17068,134
1,22015,11
1,8583,77
1,22502,161
1,21045,167
1,2208,128
1,15368,87
-1,3277,57
-1,29860,182
1,1607,201
1,876,188
1,31574,173
1,25904,23
-1,12526,205
1,29263,222
1,4937,74
1,8123,19
1,19200,176
1,1064,199
1,7216,179
-1,25098,32
-1,27633,159
-1,15938,9
1,20744,48
-1,8703,94
-1,21244,42
1,28935,120
1,17137,43
-1,3668,57
1,21896,3
1,11734,87
-1,20019,60
1,18701,238
-1,25269,50
1,19611,47
-1,18946,130
-1,26389,87
1,9238,227
1,30362,227
1,21436,137
-1,7618,107
1,4122,0
-1,19879,61
-1,1068,50
-1,18142,225
1,8249,172
1,30349,123
1,25458,63
-1,20774,87
-1,22066,209
-1,5088,146
-1,5337,250
-1,28558,80
-1,5244,154
-1,20637,212
-1,14602,201
-1,15392,246
-1,3016,242
1,13787,175
-1,5758,86
-1,16790,59
-1,16604,53
-1,4281,16
-1,3379,188
1,17233,142
-1,10923,205
-1,28269,72
-1,4926,78
1,29553,162
-1,19630,97
1,25486,95
1,13344,198
1,24540,171
1,8717,107
-1,21271,32
-1,22497,88
1,28048,17
-1,14644,200
1,8192,35
1,23040,100
1,27234,142
1,21806,167
-1,17208,116
-1,6616,13
1,4182,229
1,27041,216
1,12613,40
-1,15445,203
1,3527,231
1,14997,117
-1,9171,60
1,1234,237
-1,13268,243
1,24728,252
1,26454,97
1,32258,167
-1,6800,229
1,3909,34
-1,16679,103
-1,18681,129
-1,14183,5
-1,24789,37
1,191,110
-1,14308,138
-1,14208,254
1,23439,74
1,7867,47
-1,1020,50
1,9181,158
-1,8694,213
-1,26155,140
1,784,47
1,12906,37
-1,2888,5
1,4681,249
1,17030,89
-1,12406,243
-1,68,192
1,17018,103
-1,28299,20
-1,28984,100
1,18134,224
1,31851,186
-1,21555,138
-1,6589,193
1,13052,180
1,10155,197
1,27396,176
-1,12795,79
1,14860,22
1,8301,66
-1,5636,13
1,5782,236
1,14919,54
1,25184,203
-1,8259,169
-1,4235,143
1,11699,218
1,2383,242
1,31599,155
1,20663,172
1,27880,129
-1,10650,63
1,24143,108
1,19674,173
-1,6003,90
-1,19015,60
1,25564,144
-1,15640,162
1,3909,205
1,6040,179
1,32339,24
-1,27719,23
-1,21515,233
1,24498,120
-1,32203,235
-1,25415,54
1,5321,11
-1,8237,169
-1,32721,62
1,15107,224
1,27983,121
1,30973,144
-1,2787,29
-1,20106,36
-1,6654,177
1,18307,134
-1,11297,167
1,8914,166
-1,6669,37
1,27900,139
-1,22696,63
1,24035,158
1,3306,10
1,23291,50
-1,15635,65
1,16789,41
-1,27188,190
-1,12822,218
-1,1243,37
1,23891,67
-1,30796,48
1,21985,219
-1,25760,246
-1,11084,44
-1,29360,160
1,12153,229
1,25320,140
-1,25012,201
-1,2690,50
1,13216,38
1,16411,181
-1,12625,64
-1,19460,8
1,2299,181
-1,21297,93
-1,21394,244
1,20565,224
-1,20773,87
-1,3801,71
-1,29692,60
1,15766,224
1,30124,234
1,19329,103
1,16057,147
-1,15338,43
1,97,116
1,3513,212
-1,31843,250
1,31898,207
1,16257,45
-1,30585,55
1,20816,134
1,24815,127
1,18209,82
-1,6660,130
-1,31947,132
1,19773,220
-1,31482,59
-1,15354,236
-1,21773,189
-1,5199,27
-1,20302,106
1,32392,101
-1,29997,40
1,14657,97
-1,31105,35
1,25904,30
1,17677,4
1,19570,134
1,20698,21
-1,15688,169
-1,2852,75
1,25899,157
-1,6898,53
1,6071,222
1,5801,81
-1,18525,101
-1,16243,176
-1,6318,196
-1,16280,184
1,9048,155
-1,32274,58
1,24610,246
-1,7777,6
-1,23757,236
1,21439,159
-1,27545,130
1,26346,251
-1,437,87
1,26830,70
1,30624,112
-1,1803,12
-1,27702,210
1,10026,117
-1,8769,52
-1,14959,152
-1,28718,191
1,31611,91
-1,1205,79
-1,14464,135
1,25571,121
-1,28603,164
-1,13162,67
-1,14514,80
1,5187,70
-1,14954,208
-1,23954,27
-1,22294,220
1,31388,206
1,5526,216
-1,27024,219
-1,19701,143
1,15451,12
-1,2951,138
1,22246,102
1,29887,139
1,12893,149
-1,28777,165
1,22600,7
1,10406,50
-1,8899,208
1,23496,174
1,3227,211
1,26452,143
1,29653,197
-1,29773,95
1,17348,213
1,28130,94
1,30372,215
-1,9078,249
1,25647,13
-1,20134,203
1,32395,14
1,28420,197
1,19628,76
-1,7404,38
1,470,72
1,14931,78
1,10551,68
-1,15656,217
-1,25235,128
-1,9556,81
-1,21938,26
-1,22847,68
-1,11529,252
1,13486,122
1,13858,140
-1,6369,106
1,8433,31
1,22314,124
-1,16922,241
-1,12978,40
-1,9054,23
1,26580,78
-1,167,206
1,17002,140
1,17601,81
1,27472,180
-1,30712,80
-1,10654,4
-1,28725,15
1,10303,30
-1,9322,179
1,11658,212
1,22293,220
-1,5163,59
1,15611,49
1,16576,168
1,15059,35
1,11724,187
-1,11765,152
-1,27013,173
-1,6615,211
-1,22202,189
-1,21824,252
-1,4701,109
-1,26938,192
1,1375,199
-1,16830,224
-1,17375,133
-1,29409,125
-1,2704,47
-1,14448,227
-1,5009,227
1,13947,129
-1,89,221
-1,6128,43
1,30607,226
-1,29674,86
1,28838,71
1,25363,180
-1,31610,106
1,32636,207
-1,21228,216
-1,31440,141
-1,26801,241
1,10160,110
-1,29871,86
-1,30304,20
1,20512,237
-1,6705,98
1,7785,211
1,3137,184
1,7119,241
-1,15278,127
-1,28892,113
1,7762,102
1,10205,123
1,21638,171
-1,24635,32
1,32644,209
1,21354,20
1,20128,126
1,14315,132
-1,28830,59
1,10910,165
1,31427,98
1,978,196
-1,16766,4
1,28719,198
-1,18902,138
1,21088,218
-1,15175,209
-1,24196,37
-1,1034,83
1,31665,88
-1,26667,55
-1,5878,116
1,21119,108
1,17947,72
-1,30087,207
1,21891,12
1,10296,208
1,28340,140
-1,27530,79
-1,27403,198
1,31052,135
-1,13683,232
1,6002,200
-1,27011,205
1,2116,7
-1,30045,1
-1,20337,61
-1,1601,6
1,12478,13
-1,13486,131
1,11416,132
1,20757,89
-1,11840,103
-1,17119,59
1,22836,172
-1,811,127
1,22851,139
-1,18847,112
1,19441,126
1,3685,173
-1,10692,209
1,8455,125
-1,29182,111
-1,626,6
-1,9603,43
-1,3441,204
-1,14695,93
1,23896,211
-1,28794,169
-1,24319,122
1,19668,95
1,32032,53
-1,24135,234
1,31418,10
-1,28173,91
-1,1635,52
1,9032,16
1,763,226
-1,161,45
1,13456,170
1,19263,78
1,11963,19
-1,25115,4
1,15165,14
-1,10607,134
-1,2106,37
1,15465,111
-1,27654,178
1,29638,228
1,645,91
-1,2136,148
1,3157,224
1,28344,137
-1,28577,193
1,29950,245
-1,32087,38
-1,29047,24
1,17368,186
-1,25919,109
-1,23354,235
1,24292,223
1,27368,66
1,12915,172
-1,14407,236
1,19610,167
-1,22096,7
-1,24974,101
1,837,123
1,11803,161
1,9718,8
1,22006,151
-1,21073,91
1,22623,189
-1,12438,87
-1,31579,201
1,9459,244
1,32053,188
-1,22782,198
-1,17468,31
-1,3096,3
1,22075,68
1,22440,17
-1,17704,251
-1,8183,29
-1,30765,7
1,4556,61
-1,16016,59
-1,24272,67
1,2903,34
1,26133,100
-1,1605,132
1,4023,0
1,9293,208
-1,17922,202
-1,18866,109
1,17752,83
-1,1638,68
-1,8686,116
-1,5608,220
1,2922,4
1,29159,66
-1,4134,14
1,23107,139
-1,3406,235
-1,8400,220
1,28444,153
1,10375,31
-1,5298,233
-1,15652,151
1,1588,97
1,29607,72
-1,6425,94
1,16641,247
-1,18852,168
1,17261,245
-1,13080,140
-1,27900,124
1,26831,207
-1,22344,195
1,4227,102
1,12345,166
-1,31825,62
-1,10714,44
-1,3693,12
1,14614,121
1,20879,151
1,14912,198
-1,19104,25
1,12236,170
1,5714,106
1,19585,138
1,4228,71
-1,19804,152
-1,24711,165
1,25457,77
1,31656,92
-1,23951,208
1,32461,43
-1,25144,165
-1,17935,130
-1,18213,252
-1,854,246
-1,2348,95
1,19230,15
-1,20934,47
1,11617,49
1,31893,209
1,17606,200
-1,20730,135
-1,22709,246
-1,6207,175
1,3567,141
-1,21973,224
1,3761,214
1,14098,246
1,2511,128
1,18399,164
1,31916,177
-1,20228,49
1,25897,37
-1,24851,107
1,9669,213
-1,7620,242
-1,11478,226
-1,26957,129
1,1901,42
-1,26906,76
-1,20581,70
-1,11650,122
1,18743,255
-1,6781,106
1,9773,113
1,26639,251
-1,32211,235
1,27213,7
-1,22656,37
1,16644,109
1,31656,46
1,12762,182
-1,12283,35
1,6946,77
1,20429,16
-1,19006,63
-1,10117,75
-1,9413,233
-1,26915,242
-1,24318,153
-1,27973,241
1,14223,142
1,18841,89
-1,2779,97
1,126,57
1,17900,209
-1,18850,126
1,4154,59
1,30360,33
-1,18025,51
-1,8706,66
1,20633,196
1,20542,79
-1,24115,78
1,11852,219
-1,2783,107
1,21680,142
1,19230,15
-1,28747,115
-1,5537,75
-1,12948,215
1,687,64
-1,22837,114
1,11527,230
1,10093,223
-1,6016,217
-1,25992,115
-1,682,152
1,19078,79
1,15789,82
-1,11816,125
-1,27637,188
-1,27252,77
-1,31502,116
1,6753,102
-1,24871,37
-1,13809,143
-1,4105,130
-1,6687,16
1,25125,146
1,30793,134
-1,32225,232
1,30487,39
1,28540,51
1,17311,239
1,17754,131
1,5486,86
-1,12231,194
-1,2031,146
1,32618,74
-1,13033,93
-1,16716,118
1,11288,15
-1,15404,49
1,13101,10
-1,17266,157
1,6277,225
-1,8841,112
-1,24386,45
-1,25376,183
-1,30581,192
1,28579,184
1,10854,110
1,27685,85
-1,19907,95
1,6474,35
-1,9779,73
-1,14082,30
-1,29670,210
-1,12516,131
-1,28148,140
1,12020,194
-1,9919,76
-1,27121,6
1,5543,79
-1,23522,175
-1,23763,232
1,7128,82
1,27317,164
-1,17527,27
-1,6883,165
1,20647,246
1,5803,64
-1,16114,182
1,19145,151
1,32672,216
-1,3523,9
-1,10668,236
-1,29307,66
1,12968,141
-1,20794,183
1,17525,253
1,10146,88
-1,12576,43
1,28112,1
1,6341,214
1,7924,177
1,1437,145
1,23968,139
-1,30404,242
1,1155,161
1,15473,231
-1,8840,232
1,1409,93
1,18032,244
1,24705,94
-1,23536,44
1,15073,208
-1,21916,135
1,30505,148
1,22524,88
1,8687,22
-1,20294,73
1,28222,132
-1,1869,198
1,11852,245
1,3105,101
-1,12992,181
1,12281,48
1,2903,56
-1,14229,140
1,27101,213
-1,32732,251
-1,32274,160
1,25299,245
1,7076,196
-1,7676,132
-1,23412,205
-1,15722,111
1,22580,17
1,29031,10
1,29334,74
-1,29150,47
-1,17805,65
1,15023,192
-1,31132,196
-1,14636,31
1,28398,249
-1,3749,150
1,31168,232
1,30785,84
-1,5513,127
-1,23400,183
-1,14002,37
1,6718,244
-1,23062,119
1,11041,218
1,25091,244
-1,10689,57
-1,32193,21
1,23930,44
-1,19962,179
-1,24734,70
1,21116,27
-1,19792,146
-1,11615,15
-1,23622,43
1,31668,202
1,21851,193
1,18723,208
-1,29275,228
-1,8475,71
1,5646,214
-1,17932,208
1,10259,188
1,16057,213
-1,16695,9
-1,18979,6
-1,15088,30
1,13442,202
-1,31743,190
-1,13381,139
-1,3460,92
1,27243,238
-1,14641,165
1,18475,179
1,27987,35
1,1915,89
1,5650,28
1,23109,103
-1,8968,174
1,7589,147
-1,28817,99
1,27674,168
1,31727,98
1,26858,169
-1,29710,23
-1,11516,120
-1,23800,169
-1,23905,99
-1,8639,198
-1,21855,125
-1,18122,85
-1,552,199
1,30690,140
-1,26711,250
-1,24791,170
1,29435,169
-1,18058,30
1,3000,153
-1,24070,116
1,26307,200
1,30284,9
1,20850,237
-1,1074,23
1,20908,60
-1,13747,199
-1,9975,30
-1,8048,207
-1,1165,42
-1,20152,50
1,9741,167
1,21906,123
-1,6238,210
1,27317,98
-1,23663,39
1,15714,228
-1,15918,61
-1,20931,45
-1,19716,234
-1,8143,181
-1,18043,169
-1,10032,168
-1,11986,54
-1,30604,59
1,1896,213
-1,32286,113
-1,26816,88
1,28855,149
1,4574,242
-1,28067,47
1,28178,40
-1,2417,57
1,2020,61
1,21426,128
-1,13151,180
1,2787,233
1,14686,230
1,15369,147
-1,18651,250
1,12755,26
-1,19776,240
1,20173,152
1,30796,181
1,7705,26
-1,2794,219
-1,3328,234
-1,18630,204
1,6798,220
-1,5046,49
1,9324,45
-1,30053,226
-1,10298,135
-1,23606,242
-1,1481,100
1,7653,255
-1,23852,163
1,30499,187
1,25174,74
1,26658,146
-1,28328,134
-1,2992,28
1,29509,79
-1,2397,217
1,6770,74
-1,11387,244
1,17546,60
-1,9454,114
1,29362,204
-1,4246,102
1,15279,127
1,12465,208
1,21306,110
1,18541,42
-1,24513,91
1,15277,111
-1,17173,91
1,5238,224
-1,22565,221
1,12462,144
1,31848,125
-1,9646,66
1,12726,205
1,13149,71
1,14722,244
1,17217,181
1,30301,146
1,21212,135
-1,7338,244
-1,554,127
1,14384,58
1,17962,33
1,15819,74
1,13691,15
1,30627,115
-1,16044,190
1,17180,119
-1,5661,80
-1,27852,212
1,28189,111
1,11654,121
-1,9158,242
1,4396,41
1,28747,214
-1,31373,206
-1,25408,248
1,22657,251
1,20315,201
-1,19717,197
-1,7165,245
1,14341,182
-1,29700,109
-1,1403,147
1,2341,11
-1,13600,4
-1,4923,93
-1,10366,56
1,11064,135
1,5916,17
-1,22874,208
1,110,4
-1,26277,252
1,18063,247
1,15888,215
-1,23032,220
-1,27062,254
1,14048,219
-1,29644,173
1,2086,65
1,29029,245
-1,20547,173
1,31177,84
1,19052,62
-1,17948,25
1,22462,78
-1,17571,104
-1,26393,99
1,24079,128
-1,29729,100
-1,10815,163
1,18141,243
1,5489,239
1,12734,229
-1,2052,53
1,17248,255
-1,19062,34
1,8614,171
-1,16261,179
1,29161,251
1,9642,196
-1,1555,152
-1,23487,213
-1,25834,195
1,5946,219
1,26788,196
1,31075,44
-1,8060,143
-1,31586,35
1,16022,61
-1,27974,37
-1,9632,197
1,9489,7
-1,9180,171
-1,12927,78
-1,25816,151
1,20364,96
1,21927,176
-1,1026,49
1,30827,80
1,20757,225
-1,15038,225
-1,4884,173
-1,8474,221
1,24348,191
1,3030,111
-1,199,173
1,17082,153
-1,18797,86
-1,28249,51
-1,28389,88
-1,15021,64
-1,21480,147
1,7137,55
-1,20090,24
-1,8271,31
-1,31004,100
1,28945,24
-1,27837,139
1,29789,102
-1,7540,5
-1,18645,212
-1,17841,104
-1,736,135
1,2462,186
1,31686,142
-1,1231,10
1,4365,139
-1,31455,179
1,22559,46
-1,7274,31
-1,11669,109
-1,32651,207
-1,19673,39
-1,10973,192
1,8045,133
1,6252,201
-1,32734,244
1,28912,53
-1,23111,116
-1,19128,72
-1,6911,211
1,13259,227
-1,16034,155
1,17121,139
1,26570,147
1,8197,80
-1,5,144
1,24136,41
1,15492,133
-1,6547,98
-1,1683,44
1,18127,128
-1,5793,97
1,8199,31
1,20453,96
1,16933,121
1,3055,79
-1,27199,189
-1,8307,211
1,30452,151
1,5444,158
1,22056,15
-1,15093,75
-1,21144,183
-1,12411,18
-1,15411,163
1,23812,210
-1,24861,183
-1,22467,36
1,6744,192
-1,22294,28
-1,7467,144
-1,6054,161
-1,24645,148
-1,29997,244
1,748,195
1,10280,230
-1,13634,248
-1,31327,177
1,8353,250
-1,31010,227
1,371,24
1,14281,5
1,2027,205
-1,24578,153
1,18575,131
1,3303,249
1,19418,43
-1,31671,158
-1,26336,162
-1,6281,170
-1,9683,209
-1,31973,67
1,20711,199
-1,8259,180
-1,466,66
-1,29255,46
1,1469,250
1,5134,188
-1,27088,115
1,1198,41
-1,15218,58
1,25589,142
1,17441,170
-1,25191,203
1,1501,21
-1,24563,18
-1,24701,148
-1,6469,234
1,26371,7
-1,22468,169
1,10728,57
1,29080,112
-1,18561,177
1,12760,198
-1,268,98
-1,21300,212
1,14832,208
1,11573,121
1,31701,110
-1,1013,228
1,13353,26
1,100,57
-1,29355,79
-1,29189,155
1,27044,232
-1,28537,109
1,21238,34
-1,28193,95
1,13851,64
-1,11236,76
-1,25396,147
-1,25427,194
1,12968,146
1,30721,96
1,4835,239
1,903,163
-1,4519,77
1,14257,149
1,1596,58
1,31007,35
-1,11218,123
-1,30367,23
1,23144,137
1,28465,145
1,842,50
1,26812,114
1,32254,75
1,24487,200
-1,6073,43
1,27242,148
1,17420,249
1,13848,150
1,21409,201
-1,31892,112
-1,23217,236
1,1460,201
1,5636,240
1,17197,62
-1,759,17
1,16493,213
-1,11522,147
-1,5629,131
-1,21384,7
1,13729,10
1,30783,134
1,29443,70
1,1376,96
-1,20151,241
-1,30954,179
1,19007,95
1,3080,205
1,3840,85
1,18806,6
1,7511,30
1,31802,63
1,16544,162
1,20795,217
-1,10494,8
-1,27841,185
-1,26473,91
1,30799,140
1,32376,98
1,16548,35
1,18802,63
-1,14709,139
-1,16283,187
-1,6925,176
-1,15367,98
1,14598,123
1,28173,50
-1,21144,173
-1,30594,242
1,429,126
-1,11056,15
1,12372,86
1,24155,179
1,19708,7
1,26482,123
1,11261,176
-1,26679,102
-1,20470,202
1,20323,234
-1,6270,185
-1,10806,118
-1,359,27
-1,8276,241
1,2183,213
-1,18993,250
1,25352,233
-1,12519,85
1,18375,119
1,11263,171
1,10967,82
1,18442,191
1,13194,6
1,25995,96
-1,31025,217
1,16698,178
-1,32554,112
1,29792,246
1,29141,178
-1,16614,65
-1,21394,211
-1,6569,237
1,26941,190
-1,29776,219
1,533,73
-1,23577,105
-1,4445,61
-1,13580,107
1,4595,200
-1,22203,246
1,27138,20
-1,14193,148
1,5178,80
1,9162,91
-1,22656,19
1,16946,54
1,1192,155
-1,12819,49
1,24909,192
1,21940,74
-1,7648,225
1,21481,99
1,28566,135
1,31826,1
-1,6741,188
-1,28649,223
1,19520,195
-1,4313,239
-1,30644,140
-1,45,102
-1,6850,52
-1,9552,74
-1,18240,39
-1,19163,101
1,23318,91
1,2140,1
1,22665,184
1,11178,0
1,5399,126
-1,27762,8
1,19383,213
1,17177,14
-1,14822,167
1,26416,43
1,27707,71
-1,10449,69
-1,18309,138
-1,2249,131
-1,21906,72
1,2460,255
1,30705,90
-1,4495,157
1,23825,251
1,25622,36
1,21506,52
1,22153,226
-1,15683,181
-1,30078,104
1,2570,145
-1,2754,11
-1,1605,157
1,8026,116
-1,21821,252
1,11032,186
1,18314,213
1,25934,32
-1,22789,251
1,7616,224
1,26478,141
-1,32178,30
1,4882,94
-1,25327,226
-1,20441,176
1,2929,25
1,11600,28
-1,16,191
1,29288,109
-1,11735,192
-1,29801,206
-1,16628,113
1,10669,186
-1,27793,121
1,23446,0
-1,24084,207
-1,15173,26
1,6342,202
1,27971,43
-1,20503,55
1,4718,37
1,19916,57
-1,20807,195
-1,4870,102
1,3317,79
1,31799,180
-1,14014,54
1,6499,93
1,8646,226
1,22362,4
1,2700,43
-1,10349,48
-1,25990,244
1,10790,22
-1,29978,39
1,27582,237
-1,16864,56
1,2225,54
1,21928,111
1,23990,48
1,29832,183
1,9361,16
-1,25173,84
-1,23175,134
1,10236,137
1,30826,245
1,31756,13
1,18990,193
1,26627,26
-1,22802,84
1,18470,71
-1,22747,36
1,19300,38
-1,19629,211
1,21824,57
1,1996,232
1,22518,206
-1,5647,168
1,14885,205
1,23211,250
1,6342,192
1,3960,0
1,4789,211
-1,1349,21
1,16211,131
1,9541,242
1,32376,223
-1,1120,86
-1,30599,47
-1,1006,71
-1,26104,246
-1,30655,86
1,17084,178
1,12500,163
1,13413,213
1,20782,99
1,9529,90
1,28375,35
-1,5419,113
1,8029,147
-1,13795,89
-1,8812,131
-1,16045,77
-1,32502,191
1,9368,2
1,18654,93
1,14915,238
1,27252,33
1,23713,166
-1,16950,40
-1,29622,233
-1,4774,92
1,19223,161
1,22258,2
-1,21356,18
1,16595,179
-1,14859,148
1,5866,25
-1,22453,4
1,11559,249
-1,29736,202
1,19793,248
1,27147,76
-1,16572,193
-1,27192,240
-1,28819,211
1,31723,74
1,2082,115
1,24391,194
1,19797,70
1,10973,98
1,23593,103
-1,25413,187
-1,20579,156
-1,24324,220
-1,799,5
1,22266,165
-1,26064,64
1,6820,171
-1,6042,4
-1,4086,74
1,26116,154
1,22701,148
1,31686,132
1,13170,125
-1,6347,83
1,12876,27
-1,7414,180
1,25945,174
1,8448,194
1,27423,36
-1,25382,207
1,17594,148
-1,18387,22
-1,13291,22
1,2028,186
-1,16570,225
1,26486,112
-1,11059,245
-1,20917,236
1,19889,119
-1,22891,33
1,28043,47
1,3717,51
-1,3038,42
-1,24163,173
-1,22295,44
1,14905,123
1,10496,89
1,25464,11
1,16790,190
1,26253,15
1,28180,166
1,881,115
-1,1132,248
1,23442,102
-1,28457,240
-1,5255,44
1,12016,70
1,2682,54
-1,440,188
1,20894,21
1,5147,75
-1,30441,141
1,17001,148
-1,30191,228
-1,24349,68
-1,19294,91
-1,19161,149
1,15337,112
-1,5589,89
1,13356,31
-1,2375,204
-1,6406,126
1,4875,16
-1,14538,95
-1,25037,147
1,17501,169
1,28511,23
-1,24975,136
-1,10859,149
-1,8470,75
-1,7845,207
1,3293,89
-1,4532,22
1,2915,255
1,9963,88
-1,20179,86
-1,12091,110
1,8425,125
-1,28771,237
1,7015,154
1,1627,162
1,29237,107
1,19498,185
-1,17139,144
1,4149,180
-1,24102,80
-1,4137,115
1,21774,99
1,15644,58
1,8573,200
-1,12562,51
-1,6471,174
1,2455,28
1,895,71
1,1732,235
-1,799,16
1,5800,146
1,10434,8
-1,9158,118
-1,24543,200
1,1810,227
-1,18910,194
1,7116,61
-1,23830,82
-1,28044,179
1,13928,224
1,3753,142
1,1774,227
-1,4542,179
1,579,154
1,9977,136
1,32630,88
1,9745,115
1,25654,81
-1,25991,86
-1,5190,34
-1,8899,145
1,21492,75
-1,29226,223
-1,32518,194
-1,3149,179
1,5997,240
1,24919,32
-1,24987,141
1,7717,81
1,32044,25
-1,10416,177
1,8533,177
-1,19907,11
-1,25875,238
-1,16003,168
-1,13799,254
1,32757,23
1,32695,117
1,28286,41
-1,6813,202
1,8153,201
-1,11436,147
1,17779,244
-1,13839,107
1,20963,92
1,22773,217
1,20093,232
-1,552,65
1,5478,224
1,11227,47
-1,16227,54
-1,6435,99
-1,10627,172
1,31821,223
-1,17776,29
1,17456,117
-1,4217,49
1,28899,112
-1,14521,135
1,20417,147
1,30796,13
1,3708,29
1,4107,109
-1,2745,184
-1,15257,154
1,8784,30
-1,13821,219
1,7349,137
1,26674,44
1,26530,109
-1,28443,16
1,8899,93
1,6263,171
1,30367,17
1,21298,130
-1,7528,217
-1,9609,8
1,32654,4
-1,24576,87
-1,27776,210
-1,20409,140
-1,18631,188
1,12628,144
-1,1347,8
-1,1758,26
-1,13922,134
-1,12399,182
-1,18950,165
1,15364,184
1,2586,71
-1,19641,21
1,19227,139
-1,7825,158
-1,11620,64
-1,16992,115
1,8396,31
-1,3445,219
1,16740,85
-1,7341,199
-1,31318,241
1,5401,133
1,12482,95
-1,19900,68
1,22152,108
1,23360,219
1,8069,68
-1,23699,89
1,26113,63
-1,14042,213
-1,20602,80
1,4975,87
1,11207,214
1,5245,230
-1,7341,148
-1,11716,10
-1,12899,228
-1,15384,79
-1,23692,212
-1,11110,148
1,25390,27
-1,6382,167
1,31344,152
1,26293,138
1,32560,2
-1,29938,237
-1,15157,230
1,3042,108
1,2582,42
-1,30661,170
-1,2732,49
1,5742,145
1,10207,249
-1,25717,115
-1,10286,204
1,17640,45
1,9888,133
1,5663,110
1,28498,204
1,7007,88
1,3879,122
1,32484,103
1,8220,242
1,31406,246
-1,29280,95
-1,1193,61
-1,12936,68
1,11192,246
-1,13734,41
-1,7241,80
-1,15601,152
1,5102,27
-1,8457,39
1,1293,237
1,29029,159
-1,28803,180
-1,10445,82
1,6682,246
1,6822,223
-1,24302,191
-1,19367,124
-1,30680,166
-1,3492,13
-1,17068,1
1,1788,54
1,25559,9
1,10418,212
-1,1921,99
-1,17042,225
1,2519,83
1,11003,186
-1,27738,130
1,30108,18
1,1161,184
-1,5198,128
1,28039,51
1,26085,49
-1,31601,72
-1,10489,10
-1,17122,130
-1,4330,79
1,3592,135
-1,26114,209
-1,2309,99
-1,26772,116
1,24551,63
1,13183,36
-1,10549,14
-1,15021,204
1,2809,252
1,23366,126
-1,7726,50
-1,12327,97
1,22793,243
1,22706,21
1,10274,213
-1,24892,74
1,25755,7
1,9252,148
1,22520,213
-1,21838,121
-1,8160,109
-1,7278,167
-1,2162,40
-1,3868,224
-1,26665,139
-1,30930,124
1,13730,57
1,30449,181
-1,32502,191
1,21739,190
-1,28112,222
-1,8532,251
1,355,179
-1,14483,126
-1,31234,16
1,5509,195
-1,27068,62
1,23543,245
1,20802,56
-1,7915,99
1,24008,17
1,27904,238
1,2056,30
-1,15560,43
1,1136,130
-1,13798,0
-1,135,163
1,13605,244
1,24255,241
-1,5206,247
-1,13773,43
-1,5714,71
1,26543,173
1,1151,32
1,16322,221
1,16889,160
-1,8563,37
1,21831,104
1,25053,209
1,17011,199
-1,14950,168
1,21892,198
1,89,237
1,14351,168
-1,10477,178
1,3220,96
-1,20390,139
1,29410,238
1,19959,90
-1,17228,244
-1,1804,29
-1,9256,81
-1,4392,247
-1,5403,52
1,3355,239
1,17289,189
1,4612,45
-1,3436,194
-1,1613,248
-1,25090,98
1,5636,249
1,14465,114
1,16660,47
-1,6658,7
1,32366,161
-1,25491,92
-1,30061,251
-1,20178,207
-1,20246,57
1,10398,163
1,23967,2
1,1412,137
-1,7164,248
-1,3042,245
-1,30230,125
1,28674,176
1,31004,152
1,13827,173
1,9702,199
-1,18688,113
1,17390,19
-1,11460,219
-1,22593,117
-1,19873,216
-1,32568,88
-1,5741,212
1,29307,209
1,24353,53
-1,15419,129
1,7863,229
